id_oferta,titulo,empresa,fuente,fecha_publicacion,provincia,modalidad,nivel,tipo_contrato,salario_min,salario_max,moneda,habilidades,descripcion
OF-00472,Ingeniero de Datos,TechMakers,LinkedIn,2025-05-23,Panamá,Presencial,Junior,Permanente,1850,,USD,"AWS, GCP, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, GCP, PostgreSQL, Power BI. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00473,Desarrollador Backend,Dell Panamá,LinkedIn,2025-03-28,Herrera,Remoto,Senior,Por Proyecto,2400,3650,USD,".NET, C#, Git, Python","Buscamos Desarrollador Backend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, C#, Git, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00474,Ingeniero DevOps,Copa Airlines,LinkedIn,2025-05-06,Panamá,Híbrido,Lead,Por Proyecto,3700,4650,USD,"Azure, GCP, Git","Buscamos Ingeniero DevOps nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en Azure, GCP, Git. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00475,Científico de Datos,MultiBank,encuentra24,2025-06-12,Panamá,Presencial,Junior,Freelance,1650,2400,USD,"LLM/IA Generativa, Machine Learning, Python","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00476,Ingeniero DevOps,TechMakers,Computrabajo,2025-01-16,Chiriquí,Presencial,Junior,Temporal,1350,2050,USD,"AWS, Azure, GCP","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00477,Ingeniero de Datos,TechMakers,Konzerta,2025-05-31,Panamá,Híbrido,Senior,Permanente,,5150,USD,"AWS, PostgreSQL, Power BI, Python, SQL, Spark, Vue","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00478,Ingeniero de Datos,TechMakers,LinkedIn,2025-02-28,Colón,Presencial,Junior,Permanente,1300,1750,USD,"AWS, PostgreSQL, Power BI, Python, SQL","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00479,Ingeniero DevOps,Globant,encuentra24,2025-02-15,Panamá,Presencial,Semi Senior,Permanente,2600,3200,USD,"AWS, Azure, Docker, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00480,Ingeniero Cloud,Panama Digital,Konzerta,2025-07-27,Panamá,Híbrido,Semi Senior,Freelance,3250,4150,USD,"AWS, Azure, Docker, GCP, Kubernetes, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00481,Desarrollador Backend,GBM Panamá,LinkedIn,2024-12-29,Herrera,Presencial,Semi Senior,Permanente,2100,,USD,".NET, C#, Git, Java, Node.js, Spring","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, C#, Git, Java. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00482,Desarrollador Frontend,Nearshore Devs,LinkedIn,2025-06-29,Colón,Presencial,Lead,Permanente,2850,4200,USD,"Git, React, TypeScript","Buscamos Desarrollador Frontend nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en Git, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00483,Desarrollador Backend,GBM Panamá,LinkedIn,2025-09-18,Panamá,Remoto,Senior,Por Proyecto,2650,3400,USD,"Git, Java, Node.js","Buscamos Desarrollador Backend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Git, Java, Node.js. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00484,Desarrollador Backend,Banistmo,encuentra24,2025-09-07,Chiriquí,Híbrido,Junior,Permanente,1700,,USD,".NET, Java, Node.js, Rust, Spring","Buscamos Desarrollador Backend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Java, Node.js, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00485,Científico de Datos,Globant,Konzerta,2025-06-17,Panamá,Presencial,Senior,Freelance,3000,,USD,"LLM/IA Generativa, Machine Learning, Python, SQL","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00486,Ingeniero Cloud,,Konzerta,2025-02-02,Panamá,Remoto,Semi Senior,Freelance,2500,3450,USD,"AWS, Azure, GCP, Go, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, GCP, Go. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00487,Ingeniero de IA/ML,Soluciones IT SA,LinkedIn,2025-01-09,Panamá,Presencial,Senior,Freelance,2900,4000,USD,"AWS, LLM/IA Generativa, Machine Learning","Buscamos Ingeniero de IA/ML nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00488,Ingeniero Cloud,Innovatec,LinkedIn,2025-10-03,Panamá,Presencial,Semi Senior,Por Proyecto,2550,3550,USD,"AWS, Azure, Docker, GCP, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00489,Ingeniero DevOps,Avianca Tech,encuentra24,2025-07-16,Chiriquí,Híbrido,Semi Senior,Temporal,2450,3200,USD,"AWS, Azure, Docker, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00490,Desarrollador Backend,Banco General,LinkedIn,2025-05-25,Los Santos,Remoto,Semi Senior,Permanente,2900,3550,USD,".NET, C#, Git, Java, LLM/IA Generativa, Node.js, Spring","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, C#, Git, Java. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00491,Analista de BI,Procesos y Sistemas,Konzerta,2025-07-02,Coclé,Híbrido,Lead,Freelance,3100,3800,USD,"PostgreSQL, Power BI, Python, Rust","Buscamos Analista de BI nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00492,Ingeniero DevOps,Soluciones IT SA,Computrabajo,2025-07-19,Panamá,Híbrido,Lead,Por Proyecto,4150,5550,USD,"AWS, Azure, Docker, GCP, Git","Buscamos Ingeniero DevOps nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00493,Ingeniero de IA/ML,Cable & Wireless,Konzerta,2025-01-31,Herrera,Presencial,Junior,Permanente,2050,2850,USD,"AWS, Go, Kubernetes, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Go, Kubernetes, LLM/IA Generativa. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00494,Ingeniero Cloud,Nearshore Devs,encuentra24,2025-08-08,Panamá,Presencial,Semi Senior,Permanente,2250,3450,USD,"Azure, Docker, GCP, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00495,Administrador de BD,Cable & Wireless,LinkedIn,2025-03-11,Panamá,Remoto,Junior,Permanente,1750,2250,USD,"MongoDB, Oracle, Python, SQL, TypeScript","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00496,Ingeniero de Datos,Telered,LinkedIn,2025-07-26,Panamá,Híbrido,Semi Senior,Por Proyecto,2050,2900,USD,"PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00497,Desarrollador Frontend,Soluciones IT SA,encuentra24,2025-06-04,Panamá Oeste,Presencial,Semi Senior,Por Proyecto,1950,2800,USD,"Angular, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00498,Científico de Datos,Dell Panamá,Computrabajo,2025-09-12,Panamá,Presencial,Semi Senior,Temporal,2200,3000,USD,"Go, LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Go, LLM/IA Generativa, Machine Learning, Power BI. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00499,Desarrollador Full Stack,Banco General,encuentra24,2024-12-25,Veraguas,Presencial,Lead,Permanente,3250,4000,USD,"Git, JavaScript, Python, React","Buscamos Desarrollador Full Stack nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, Python, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00500,Ingeniero de IA/ML,Cable & Wireless,LinkedIn,2025-09-22,Panamá,Híbrido,Lead,Permanente,,6100,USD,"AWS, Machine Learning, Spark","Buscamos Ingeniero de IA/ML nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, Machine Learning, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00501,Desarrollador Frontend,Cable & Wireless,LinkedIn,2025-06-17,Panamá,Remoto,Semi Senior,Por Proyecto,1800,2350,USD,"Angular, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, TypeScript, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00502,Analista de BI,,encuentra24,2025-09-27,Panamá,Remoto,Junior,Permanente,1700,2150,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00503,Desarrollador Frontend,Copa Airlines,Konzerta,2025-08-03,Panamá,Presencial,Junior,Freelance,1200,1800,USD,"Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00504,Científico de Datos,TechMakers,LinkedIn,2025-07-02,Panamá,Presencial,Senior,Permanente,3100,4800,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL, TypeScript","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00505,Ingeniero DevOps,TechMakers,LinkedIn,2025-09-01,Panamá,Híbrido,Junior,Freelance,1900,2700,USD,"AWS, Azure, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, GCP, Git. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00506,Ingeniero de Datos,DataPro Panamá,encuentra24,2025-04-18,Panamá Oeste,Híbrido,Senior,Permanente,2700,4000,USD,"AWS, PostgreSQL, SQL, Spark","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, SQL, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00507,Desarrollador Backend,Cable & Wireless,LinkedIn,2025-08-12,Panamá,Presencial,Semi Senior,Permanente,2050,2600,USD,".NET, Node.js, Python, SQL","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Node.js, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00508,Administrador de BD,DataPro Panamá,Computrabajo,2025-06-30,Panamá,Presencial,Junior,Permanente,1550,2250,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL, Spark","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00509,Ingeniero de IA/ML,Avianca Tech,Computrabajo,2024-12-25,Panamá,Presencial,Junior,Por Proyecto,1950,2400,USD,"AWS, Kubernetes, LLM/IA Generativa, Machine Learning, Spark","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Kubernetes, LLM/IA Generativa, Machine Learning. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00510,Analista de BI,MultiBank,Konzerta,2025-06-09,Panamá,Remoto,Junior,Permanente,,2150,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00511,Científico de Datos,Procesos y Sistemas,LinkedIn,2025-02-04,Coclé,Híbrido,Semi Senior,Permanente,1900,2700,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00512,Analista de BI,GBM Panamá,Computrabajo,2024-12-10,Panamá,Presencial,Senior,Permanente,2300,3600,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00513,Ingeniero de Datos,Innovatec,Konzerta,2025-02-10,Chiriquí,Remoto,Senior,Permanente,2400,3750,USD,"AWS, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00514,Ingeniero de IA/ML,Procesos y Sistemas,Konzerta,2025-09-26,Panamá,Presencial,Senior,Permanente,3500,,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00515,Desarrollador Full Stack,Avianca Tech,encuentra24,2025-10-06,Panamá,Remoto,Semi Senior,Permanente,1950,3000,USD,"Docker, Git, Node.js, Python, React","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00516,Ingeniero Cloud,TechMakers,Computrabajo,2025-03-01,Colón,Remoto,Junior,Freelance,1650,2050,USD,"AWS, Azure, GCP, Spark","Buscamos Ingeniero Cloud nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, GCP, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00517,Desarrollador Backend,Cable & Wireless,Konzerta,2025-08-02,Chiriquí,Híbrido,Semi Senior,Permanente,1700,2400,USD,".NET, Node.js, SQL, Spring","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Node.js, SQL, Spring. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00518,Desarrollador Frontend,Innovatec,Konzerta,2025-05-02,Panamá Oeste,Presencial,Senior,Permanente,2950,3850,USD,"Angular, JavaScript, Machine Learning, React, Spark, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, JavaScript, Machine Learning, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00519,Científico de Datos,TechMakers,encuentra24,2025-08-20,Chiriquí,Presencial,Lead,Permanente,3200,,USD,"LLM/IA Generativa, Power BI, Python, Rust, SQL","Buscamos Científico de Datos nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Power BI, Python, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00520,Desarrollador Backend,Caja de Ahorros,LinkedIn,2025-07-27,Panamá,Presencial,Senior,Permanente,3150,4400,USD,"C#, Git, Node.js, Spark, Spring","Buscamos Desarrollador Backend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en C#, Git, Node.js, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00521,Desarrollador Frontend,Cable & Wireless,Konzerta,2025-08-05,Panamá Oeste,Presencial,Junior,Permanente,1350,1700,USD,"Angular, Git, JavaScript, React, TypeScript","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00522,Desarrollador Full Stack,TechMakers,encuentra24,2025-05-06,Panamá,Híbrido,Junior,Permanente,,2550,USD,"Git, Go, Node.js, React, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Git, Go, Node.js, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00523,Analista de BI,DataPro Panamá,Computrabajo,2025-09-21,Panamá,Presencial,Semi Senior,Permanente,1550,2100,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
